T_tick,T_val,H_tick,H_val,TH_tick,TH_val,Phase_tick,Phase_val
,,0.0,2.060547,0.0,79.3,0.0,Loading
,,9000.0,2.068359,9000.0,78.9,14549.0,Prewash
,,14150.0,2.123047,14150.0,78.8,193819.0,Disinfection (Temp/Time)
,,14549.0,2.056641,14549.0,78.7,850219.0,Drying
,,25549.0,2.005859,25549.0,78.4,1781251.0,Unloading
,,30549.0,2.105469,30549.0,78.2,,
,,32549.0,2.222656,32549.0,78.1,,
,,38549.0,2.353516,38549.0,77.9,,
,,41549.0,2.40625,41549.0,77.8,,
,,42549.0,2.40625,42549.0,77.8,,
,,47549.0,2.333984,47549.0,77.6,,
,,47549.0,2.333984,47549.0,77.6,,
,,50549.0,2.246094,50549.0,77.5,,
,,50549.0,2.246094,50549.0,77.5,,
,,51549.0,3.757812,51549.0,77.4,,
,,52549.0,2.777344,52549.0,77.4,,
,,53549.0,2.486328,53549.0,77.4,,
,,54549.0,2.267578,54549.0,77.3,,
,,55549.0,2.205078,55549.0,77.2,,
,,56549.0,2.191406,56549.0,77.2,,
,,57549.0,2.103516,57549.0,77.2,,
,,58549.0,2.125,58549.0,77.1,,
,,59549.0,2.097656,59549.0,77.1,,
,,60549.0,2.224609,60549.0,77.1,,
,,61549.0,2.904297,61549.0,77.0,,
,,62549.0,2.339844,62549.0,76.9,,
,,63549.0,2.162109,63549.0,76.9,,
,,64549.0,2.144531,64549.0,76.9,,
,,65549.0,2.087891,65549.0,76.9,,
,,66549.0,2.074219,66549.0,76.8,,
,,67549.0,2.115234,67549.0,76.8,,
,,68549.0,2.125,68549.0,76.8,,
,,69549.0,2.103516,69549.0,76.7,,
,,70549.0,2.123047,70549.0,76.6,,
,,71549.0,2.230469,71549.0,76.6,,
,,71549.0,2.230469,71549.0,76.6,,
,,72549.0,2.216797,72549.0,76.6,,
,,73549.0,2.224609,73549.0,76.5,,
,,74549.0,2.314453,74549.0,76.5,,
,,75549.0,2.328125,75549.0,76.4,,
,,76549.0,2.302734,76549.0,76.4,,
,,77549.0,2.316406,77549.0,76.4,,
,,77549.0,2.316406,77549.0,76.4,,
,,78549.0,2.384766,78549.0,76.3,,
,,79549.0,2.333984,79549.0,76.2,,
,,80549.0,2.416016,80549.0,76.2,,
,,80549.0,2.416016,80549.0,76.2,,
,,82549.0,2.550781,82549.0,76.2,,
,,82549.0,2.550781,82549.0,76.2,,
,,83549.0,2.494141,83549.0,76.1,,
,,86549.0,2.484375,86549.0,76.0,,
,,87549.0,2.455078,87549.0,75.9,,
,,90549.0,2.414062,90549.0,75.8,,
,,91549.0,2.537109,91549.0,75.8,,
,,95549.0,2.480469,95549.0,75.6,,
,,96549.0,2.494141,96549.0,75.6,,
,,100549.0,2.513672,100549.0,75.4,,
,,100549.0,2.513672,100549.0,75.4,,
,,103549.0,2.654297,103549.0,75.3,,
,,104549.0,2.689453,104549.0,75.2,,
,,104920.0,2.689453,104920.0,75.2,,
,,108920.0,2.605469,108920.0,75.0,,
,,109920.0,2.605469,109920.0,75.0,,
,,121920.0,2.658203,121920.0,74.5,,
,,124920.0,2.818359,124920.0,74.4,,
,,127920.0,2.636719,127920.0,74.2,,
,,134929.0,2.613281,134929.0,74.0,,
,,135929.0,6.667969,135929.0,74.0,,
,,136929.0,6.101562,136929.0,73.9,,
,,137929.0,4.105469,137929.0,73.9,,
,,138929.0,3.316406,138929.0,73.8,,
,,139929.0,2.972656,139929.0,73.8,,
,,140929.0,2.744141,140929.0,73.8,,
,,142929.0,2.570312,142929.0,73.7,,
,,147929.0,2.466797,147929.0,73.4,,
,,147929.0,2.466797,147929.0,73.4,,
,,151929.0,2.476562,151929.0,73.3,,
,,152929.0,2.474609,152929.0,73.3,,
,,156929.0,2.570312,156929.0,73.1,,
,,157929.0,2.525391,157929.0,73.1,,
,,165929.0,2.654297,165929.0,72.8,,
,,165929.0,2.654297,165929.0,72.8,,
,,165929.0,2.654297,165929.0,72.8,,
,,174929.0,2.732422,174929.0,72.4,,
,,175929.0,2.722656,175929.0,72.4,,
,,190929.0,2.847656,190929.0,71.9,,
,,193719.0,2.832031,193719.0,71.8,,
,,193819.0,2.832031,193819.0,71.8,,
,,197819.0,2.988281,197819.0,71.6,,
,,202819.0,3.166016,202819.0,71.5,,
,,204819.0,3.994141,204819.0,71.4,,
,,205819.0,3.617188,205819.0,71.4,,
,,206819.0,3.416016,206819.0,71.3,,
,,209819.0,3.201172,209819.0,71.2,,
,,217819.0,3.041016,217819.0,70.9,,
,,228819.0,2.884766,228819.0,70.6,,
,,228819.0,2.884766,228819.0,70.6,,
,,229819.0,2.884766,229819.0,70.6,,
,,230819.0,2.890625,230819.0,70.5,,
,,231819.0,2.900391,231819.0,70.5,,
,,232819.0,2.908203,232819.0,70.4,,
,,232819.0,2.949219,232819.0,70.4,,
,,234819.0,2.945312,234819.0,70.4,,
,,234819.0,2.947266,234819.0,70.4,,
,,235819.0,2.957031,235819.0,70.3,,
,,236819.0,2.957031,236819.0,70.3,,
,,237819.0,2.939453,237819.0,70.3,,
,,238819.0,2.947266,238819.0,70.2,,
,,239819.0,3.044922,239819.0,70.2,,
,,239819.0,3.044922,239819.0,70.2,,
,,240819.0,2.994141,240819.0,70.2,,
,,242819.0,3.015625,242819.0,70.1,,
,,242819.0,3.015625,242819.0,70.1,,
,,244819.0,3.066406,244819.0,70.1,,
,,244819.0,3.066406,244819.0,70.1,,
,,245819.0,3.150391,245819.0,70.0,,
,,245819.0,3.150391,245819.0,70.0,,
,,247819.0,3.183594,247819.0,69.9,,
,,247819.0,3.183594,247819.0,69.9,,
,,249819.0,3.333984,249819.0,69.9,,
,,249819.0,3.333984,249819.0,69.9,,
,,252819.0,3.640625,252819.0,69.8,,
,,256819.0,3.830078,256819.0,69.6,,
,,260819.0,3.910156,260819.0,69.5,,
,,260819.0,3.910156,260819.0,69.5,,
,,263819.0,3.873047,263819.0,69.4,,
,,265819.0,3.886719,265819.0,69.3,,
,,265819.0,3.886719,265819.0,69.3,,
,,268819.0,3.951172,268819.0,69.2,,
,,269819.0,3.9375,269819.0,69.2,,
,,271819.0,3.914062,271819.0,69.1,,
,,272819.0,3.912109,272819.0,69.1,,
,,274819.0,4.023438,274819.0,69.0,,
,,277819.0,4.007812,277819.0,68.9,,
,,277819.0,4.007812,277819.0,68.9,,
,,280819.0,3.988281,280819.0,68.8,,
,,280819.0,3.988281,280819.0,68.8,,
,,283819.0,4.054688,283819.0,68.7,,
,,283819.0,4.054688,283819.0,68.7,,
,,286819.0,4.082031,286819.0,68.6,,
,,286819.0,4.082031,286819.0,68.6,,
,,289819.0,4.097656,289819.0,68.5,,
,,292819.0,4.019531,292819.0,68.4,,
,,292819.0,4.019531,292819.0,68.4,,
,,295819.0,4.011719,295819.0,68.3,,
,,295819.0,4.011719,295819.0,68.3,,
,,298819.0,4.082031,298819.0,68.2,,
,,299819.0,4.082031,299819.0,68.2,,
,,301819.0,4.136719,301819.0,68.1,,
,,304819.0,4.121094,304819.0,68.1,,
,,304819.0,4.121094,304819.0,68.1,,
,,307819.0,4.152344,307819.0,67.9,,
,,307819.0,4.152344,307819.0,67.9,,
,,310819.0,4.265625,310819.0,67.9,,
,,311819.0,4.265625,311819.0,67.9,,
,,314819.0,4.304688,314819.0,67.8,,
,,314819.0,4.226562,314819.0,67.8,,
,,317819.0,4.191406,317819.0,67.6,,
,,318819.0,4.191406,318819.0,67.6,,
,,321819.0,4.191406,321819.0,67.6,,
,,323819.0,4.21875,323819.0,67.5,,
,,324819.0,4.21875,324819.0,67.5,,
,,326819.0,4.25,326819.0,67.4,,
,,327819.0,4.25,327819.0,67.4,,
,,330819.0,4.304688,330819.0,67.2,,
,,330819.0,4.304688,330819.0,67.2,,
,,333819.0,4.292969,333819.0,67.2,,
,,336819.0,4.367188,336819.0,67.1,,
,,337819.0,4.367188,337819.0,67.1,,
,,340819.0,4.332031,340819.0,67.0,,
,,343819.0,4.453125,343819.0,66.9,,
,,345819.0,4.371094,345819.0,66.8,,
,,346819.0,4.480469,346819.0,66.8,,
,,349819.0,4.441406,349819.0,66.8,,
,,352819.0,4.496094,352819.0,66.7,,
,,353819.0,4.484375,353819.0,66.6,,
,,356819.0,4.554688,356819.0,66.6,,
,,356819.0,4.570312,356819.0,66.6,,
,,359819.0,4.550781,359819.0,66.4,,
,,360819.0,4.550781,360819.0,66.4,,
,,363819.0,4.542969,363819.0,66.4,,
,,363819.0,4.542969,363819.0,66.4,,
,,365819.0,4.5625,365819.0,66.3,,
,,366819.0,4.5625,366819.0,66.3,,
,,369819.0,4.730469,369819.0,66.2,,
,,369819.0,4.730469,369819.0,66.2,,
,,372819.0,4.714844,372819.0,66.1,,
,,372819.0,4.714844,372819.0,66.1,,
,,375819.0,4.679688,375819.0,66.1,,
,,376819.0,4.695312,376819.0,66.0,,
,,378819.0,4.640625,378819.0,65.9,,
,,381819.0,4.660156,381819.0,65.9,,
,,382819.0,4.738281,382819.0,65.9,,
,,385819.0,4.660156,385819.0,65.8,,
,,386819.0,4.722656,386819.0,65.8,,
,,388819.0,4.738281,388819.0,65.7,,
,,389819.0,4.738281,389819.0,65.7,,
,,392819.0,4.703125,392819.0,65.6,,
,,392819.0,4.703125,392819.0,65.6,,
,,395819.0,4.738281,395819.0,65.5,,
,,395819.0,4.738281,395819.0,65.5,,
,,398819.0,4.816406,398819.0,65.4,,
,,399819.0,4.722656,399819.0,65.4,,
,,403819.0,4.730469,403819.0,65.3,,
,,403819.0,4.730469,403819.0,65.3,,
,,406819.0,4.832031,406819.0,65.2,,
,,406819.0,4.832031,406819.0,65.2,,
,,410819.0,4.839844,410819.0,65.1,,
,,410819.0,4.839844,410819.0,65.1,,
,,413819.0,4.894531,413819.0,65.1,,
,,413819.0,4.894531,413819.0,65.1,,
,,417819.0,4.894531,417819.0,64.9,,
,,417819.0,4.894531,417819.0,64.9,,
,,419819.0,4.972656,419819.0,64.9,,
,,420819.0,4.972656,420819.0,64.9,,
,,423819.0,5.015625,423819.0,64.8,,
,,424819.0,4.960938,424819.0,64.8,,
,,427819.0,5.03125,427819.0,64.7,,
,,428819.0,5.019531,428819.0,64.7,,
,,431819.0,5.011719,431819.0,64.6,,
,,432819.0,5.0,432819.0,64.6,,
,,435979.0,5.035156,435979.0,64.5,,
,,435979.0,5.035156,435979.0,64.5,,
,,438979.0,5.039062,438979.0,64.4,,
,,439979.0,5.039062,439979.0,64.4,,
,,442979.0,5.050781,442979.0,64.3,,
,,443979.0,5.121094,443979.0,64.2,,
,,446979.0,5.035156,446979.0,64.2,,
,,446979.0,5.035156,446979.0,64.2,,
,,449979.0,5.03125,449979.0,64.1,,
,,450979.0,5.03125,450979.0,64.1,,
,,453979.0,4.996094,453979.0,64.1,,
,,453979.0,4.996094,453979.0,64.1,,
,,457979.0,5.019531,457979.0,63.9,,
,,457979.0,5.019531,457979.0,63.9,,
,,460979.0,5.046875,460979.0,63.9,,
,,460979.0,5.046875,460979.0,63.9,,
,,464979.0,5.167969,464979.0,63.8,,
,,464979.0,5.167969,464979.0,63.8,,
,,467979.0,5.105469,467979.0,63.7,,
,,468979.0,5.03125,468979.0,63.7,,
,,471979.0,5.1875,471979.0,63.6,,
,,471979.0,5.1875,471979.0,63.6,,
,,474979.0,5.21875,474979.0,63.5,,
,,475979.0,5.097656,475979.0,63.5,,
,,478979.0,4.960938,478979.0,63.4,,
,,478979.0,4.960938,478979.0,63.4,,
,,482979.0,5.054688,482979.0,63.3,,
,,482979.0,5.054688,482979.0,63.3,,
,,485979.0,5.113281,485979.0,63.2,,
,,485979.0,5.113281,485979.0,63.2,,
,,489979.0,5.148438,489979.0,63.2,,
,,491979.0,5.125,491979.0,63.1,,
,,492979.0,5.113281,492979.0,63.1,,
,,496979.0,5.078125,496979.0,63.0,,
,,496979.0,5.128906,496979.0,63.0,,
,,499979.0,5.128906,499979.0,62.9,,
,,502979.0,5.058594,502979.0,62.8,,
,,503979.0,5.152344,503979.0,62.8,,
,,506979.0,5.140625,506979.0,62.8,,
,,507979.0,5.039062,507979.0,62.7,,
,,511979.0,5.03125,511979.0,62.7,,
,,511979.0,4.964844,511979.0,62.6,,
,,514979.0,4.9375,514979.0,62.6,,
,,515979.0,4.914062,515979.0,62.5,,
,,518979.0,4.996094,518979.0,62.4,,
,,521979.0,4.953125,521979.0,62.4,,
,,522979.0,5.03125,522979.0,62.4,,
,,525979.0,5.015625,525979.0,62.3,,
,,526979.0,5.015625,526979.0,62.3,,
,,529979.0,4.9375,529979.0,62.2,,
,,532979.0,4.972656,532979.0,62.1,,
,,533979.0,4.902344,533979.0,62.1,,
,,537979.0,4.890625,537979.0,62.0,,
,,537979.0,4.878906,537979.0,62.0,,
,,540979.0,4.875,540979.0,61.9,,
,,541979.0,4.855469,541979.0,61.9,,
,,544979.0,4.90625,544979.0,61.9,,
,,544979.0,4.9375,544979.0,61.8,,
,,548979.0,4.976562,548979.0,61.8,,
,,548979.0,4.976562,548979.0,61.8,,
,,552979.0,5.199219,552979.0,61.7,,
,,552979.0,5.203125,552979.0,61.7,,
,,556979.0,5.21875,556979.0,61.6,,
,,556979.0,5.503906,556979.0,61.6,,
,,558979.0,5.78125,558979.0,61.6,,
,,559979.0,6.210938,559979.0,61.5,,
,,560979.0,6.210938,560979.0,61.5,,
,,560979.0,7.601562,560979.0,61.5,,
,,561979.0,9.484375,561979.0,61.5,,
,,562979.0,12.96875,562979.0,61.5,,
,,563979.0,16.609375,563979.0,61.5,,
,,563979.0,16.609375,563979.0,61.5,,
,,564979.0,19.0,564979.0,61.5,,
,,565979.0,20.359375,565979.0,61.5,,
,,567979.0,20.96875,567979.0,61.5,,
,,567979.0,20.96875,567979.0,61.5,,
,,568979.0,19.8125,568979.0,61.5,,
,,569979.0,18.703125,569979.0,61.4,,
,,570979.0,16.671875,570979.0,61.4,,
,,571979.0,16.671875,571979.0,61.4,,
,,571979.0,16.671875,571979.0,61.4,,
,,572979.0,19.59375,572979.0,61.3,,
,,573979.0,21.203125,573979.0,61.3,,
,,574979.0,21.03125,574979.0,61.3,,
,,575979.0,21.03125,575979.0,61.3,,
,,577979.0,19.984375,577979.0,61.2,,
,,578979.0,19.984375,578979.0,61.2,,
,,581979.0,21.5625,581979.0,61.2,,
,,581979.0,21.5625,581979.0,61.1,,
,,582979.0,21.5625,582979.0,61.1,,
,,586979.0,22.140625,586979.0,61.0,,
,,587979.0,21.578125,587979.0,61.0,,
,,588979.0,19.453125,588979.0,61.0,,
,,589979.0,20.890625,589979.0,61.0,,
,,590979.0,22.984375,590979.0,60.9,,
,,590979.0,22.984375,590979.0,60.9,,
,,590979.0,22.984375,590979.0,60.9,,
,,593979.0,22.59375,593979.0,60.8,,
,,594979.0,22.59375,594979.0,60.8,,
,,595979.0,23.796875,595979.0,60.8,,
,,597979.0,23.328125,597979.0,60.8,,
,,598979.0,24.8125,598979.0,60.8,,
,,598979.0,24.8125,598979.0,60.8,,
,,601979.0,24.765625,601979.0,60.7,,
,,602979.0,24.765625,602979.0,60.7,,
,,605979.0,24.34375,605979.0,60.6,,
,,607979.0,24.0625,607979.0,60.6,,
,,609979.0,25.359375,609979.0,60.6,,
,,611979.0,24.78125,611979.0,60.5,,
,,611979.0,24.78125,611979.0,60.5,,
,,612979.0,27.109375,612979.0,60.6,,
,,614979.0,26.21875,614979.0,60.5,,
,,615979.0,25.703125,615979.0,60.5,,
,,616979.0,27.0625,616979.0,60.5,,
,,619979.0,27.1875,619979.0,60.5,,
,,619979.0,27.1875,619979.0,60.5,,
,,620979.0,28.625,620979.0,60.4,,
,,623979.0,28.15625,623979.0,60.4,,
,,624979.0,29.5625,624979.0,60.4,,
,,627979.0,29.953125,627979.0,60.4,,
,,627979.0,29.953125,627979.0,60.4,,
,,628979.0,31.515625,628979.0,60.4,,
,,631979.0,31.34375,631979.0,60.5,,
,,631979.0,31.34375,631979.0,60.5,,
,,632979.0,33.03125,632979.0,60.5,,
,,635979.0,31.421875,635979.0,60.5,,
,,635979.0,31.421875,635979.0,60.5,,
,,636979.0,33.75,636979.0,60.5,,
,,639979.0,32.375,639979.0,60.4,,
,,639979.0,32.375,639979.0,60.4,,
,,640979.0,34.625,640979.0,60.5,,
,,643979.0,34.75,643979.0,60.6,,
,,643979.0,34.75,643979.0,60.6,,
,,646979.0,36.5625,646979.0,60.8,,
,,647979.0,36.5625,647979.0,60.8,,
,,647979.0,36.5625,647979.0,60.8,,
,,651979.0,35.78125,651979.0,61.0,,
,,652979.0,36.71875,652979.0,61.1,,
,,655979.0,39.1875,655979.0,61.2,,
,,655979.0,39.1875,655979.0,61.3,,
,,656979.0,40.375,656979.0,61.4,,
,,658979.0,35.40625,658979.0,61.4,,
,,660979.0,35.9375,660979.0,61.2,,
,,661979.0,36.75,661979.0,61.3,,
,,664979.0,40.5,664979.0,61.5,,
,,665979.0,40.8125,665979.0,61.8,,
,,665979.0,40.8125,665979.0,61.8,,
,,667979.0,42.84375,667979.0,61.9,,
,,668979.0,40.0625,668979.0,62.2,,
,,669979.0,42.46875,669979.0,62.2,,
,,669979.0,42.46875,669979.0,62.3,,
,,670979.0,42.46875,670979.0,62.3,,
,,672979.0,45.625,672979.0,62.7,,
,,673979.0,42.8125,673979.0,62.9,,
,,674979.0,42.8125,674979.0,62.9,,
,,678455.0,40.96875,678455.0,62.9,,
,,679455.0,42.65625,679455.0,62.9,,
,,680455.0,37.4375,680455.0,62.6,,
,,681455.0,41.28125,681455.0,62.6,,
,,682455.0,39.40625,682455.0,62.7,,
,,683455.0,39.40625,683455.0,62.7,,
,,685455.0,42.34375,685455.0,62.6,,
,,687455.0,43.46875,687455.0,62.9,,
